4P_Order	Order_date	Shipping_date	Shipping_revenues	Shipping_cost	Carrier/Class	TRK	weight	zip	order_total	Ins
52125	8/26/2019	8/27/2019	10.57	14.2	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99765951	10	30032	99.29	90.98
52126	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	97030	44.88	40.98
52128	8/26/2019	8/27/2019	10.3	7.15	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97225501	2.13	30813	68.34	52.98
52129	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	92234	14.89	10.99
52145	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93399706	3	08096	38.72	25.98
52130	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	29210	14.89	10.99
52132	8/26/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92366243	2.5	60654	121.24	108.97
52131	8/26/2019	8/27/2019	19.5	15.68	UPS/UPS Ground	1Z1A1V710393957271	10.75	84124	117.43	97.93
52133	8/26/2019	8/27/2019	13.74	9.54	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92580814	3.5	87102	107.86	94.12
52163	8/26/2019	8/27/2019	12.27	16.7	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94045694	9.31	32778	81.23	68.96
52134	8/26/2019	8/27/2019	21.43	15.45	UPS/UPS Ground	1Z1A1V710393736250	10.94	70380	222.42	200.99
52135	8/26/2019	8/27/2019	15.61	10.84	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91383904	5.31	84003	132.64	117.03
52136	8/26/2019	8/27/2019	12.74	13.4	UPS/UPS Ground	1Z1A1V710398083321	9.31	53716	122.7	109.96
52137	8/26/2019	8/27/2019	13.97	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93664151	3.44	19701	183.94	169.97
52138	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710397545566	0.88	97214	56.63	39.98
52139	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	33305	14.89	10.99
52140	8/26/2019	8/27/2019	11.58	15.4	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91566798	10.31	35406	105.53	93.95
52141	8/26/2019	8/27/2019	16.01	11.12	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99106716	1.25	57751	104.19	97.98
52142	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710399150783	6.06	37216	148.57	131.92
52143	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	48198	19.38	15.48
52146	8/26/2019	8/27/2019	11.91	7.51	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91366549	1	14607	39.86	27.95
52147	8/26/2019	8/27/2019	15.16	10.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96456586	8.5	10075	136.08	120.92
52148	8/26/2019	8/27/2019	0	11.56	UPS/UPS Ground	1Z1A1V710391920134	1.38	10023	0	0
52149	8/26/2019	8/27/2019	11.68	6.86	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN92944401	0.75	45417	35.16	23.48
52150	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	45305	14.89	10.99
52151	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	50320	52.89	48.99
52152	8/26/2019	8/27/2019	45.91	13.53	UPS/UPS Ground	1Z1A1V710391966041	12.5	73069	199.76	170.94
52154	8/26/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93724416	2.31	21703	64.27	52
52155	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96488079	1.31	85715	81.83	68.99
52156	8/26/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710398949413	0.5	34761	52.08	39.98
52157	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98844975	1.25	54935	107.89	95.98
52158	8/26/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91652364	2.44	97128	78.25	63.97
52159	8/26/2019	8/27/2019	0	12.65	UPS/UPS Ground	1Z1A1V710390624439	9.69	33334	0	0
52160	8/26/2019	8/27/2019	10.83	7.34	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94208606	3.63	30507	310.4	275.98
52161	8/26/2019	8/27/2019	12.27	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98460479	1.88	33334	62.43	50.16
52162	8/26/2019	8/27/2019	18.53	12.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98422340	8.63	92552	165.98	147.45
52164	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	16602	43.87	39.97
52165	8/26/2019	8/27/2019	13.97	9.7	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92605896	4.81	77007	190.28	195.9
52166	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90143433	1.5	05701	24.9	12.99
52167	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	84128	15.89	11.99
52168	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710393164163	0.94	06385	46.74	30.08
52179	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	75207	43.89	39.99
52169	8/26/2019	8/27/2019	13.06	9.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93492113	1.75	95123	66.03	52.97
52171	8/26/2019	8/27/2019	16.65	8.4	UPS/UPS Ground	1Z1A1V710390756029	1.06	48187	92.63	75.98
52172	8/26/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94031289	2.5	27604	49.24	36.97
52173	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90039207	1.94	33706	44.05	35.97
52174	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710397725102	1	94103	75.72	59.07
52175	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93671303	3.13	33304	51.81	38.97
52176	8/26/2019	8/27/2019	17.25	11.98	UPS/UPS Ground	1Z1A1V710391415252	1.38	90250	55.23	37.98
52177	8/26/2019	8/27/2019	15.61	10.84	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91646095	5.5	85086	92.07	84.96
52178	8/26/2019	8/27/2019	14.34	9.96	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92380674	5.13	12189	102.28	87.94
52180	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710393687607	0.88	95757	107.62	90.97
52181	8/26/2019	8/27/2019	13.97	9.7	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98290395	4.5	54136	52.94	38.97
52182	8/26/2019	8/27/2019	11.91	10.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94267972	8.75	54956	70.89	58.98
52183	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98211210	1.5	27587	24.67	12.99
52184	8/26/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95336887	3.31	75287	46.4	32.99
52185	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	10019	25.88	21.98
52186	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	11385	22.98	19.08
52187	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710392375580	2.38	29687	152.63	135.97
52188	8/26/2019	8/27/2019	16.92	11.75	UPS/UPS Ground	1Z1A1V710398237129	2.25	06489	130.45	113.53
52189	8/26/2019	8/27/2019	13.64	9.47	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99751331	2.19	85233	107.6	93.96
52190	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97642935	2.94	02888	153.71	140.97
52191	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93531875	1.31	85006	47.83	34.99
52194	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	34232	52.89	48.99
52193	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	11106	48	44.1
52196	8/26/2019	8/27/2019	10.81	7.51	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96914956	1	77338	109.81	99
52197	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	95124	52.89	48.99
52198	8/26/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92748474	2.13	97030	85.26	70.98
52199	8/26/2019	8/27/2019	53.29	36.72	UPS/UPS Next Day Air	1Z1A1V710193592301	3.69	19147	183.27	129.98
52200	8/26/2019	8/27/2019	13.06	9.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90445947	1.63	90028	64.03	50.97
52203	8/26/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98743440	3.44	12019	61.37	47.96
52204	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.81	14213	21.98	18.08
52205	8/26/2019	8/27/2019	13.97	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94166492	1.5	11206	45.96	31.99
52206	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94364321	1.13	72035	68.65	56.97
52207	8/26/2019	8/27/2019	22.26	15.46	UPS/UPS Ground	1Z1A1V710397633014	0.81	49034	68.24	45.98
52208	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710391207487	0.5	32835	49.62	32.97
52209	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	02138	22.89	18.99
52210	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	20910	53.88	49.98
52211	8/26/2019	8/27/2019	13.31	9.24	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95090222	5	34207	142.26	128.95
52212	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710395537944	1.25	60466	78.66	62
52213	8/26/2019	8/27/2019	15.32	10.64	UPS/UPS Ground	1Z1A1V710396524027	2.25	84098	76.28	60.96
52214	8/26/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710390948269	1.75	92831	131.07	118.97
52215	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	11570	23.69	19.79
52216	8/26/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710391103651	0.88	60603	94.17	82.07
52217	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710397283698	1.44	37406	83.4	66.74
52218	8/26/2019	8/27/2019	32.16	22.33	UPS/UPS 2nd Day Air	1Z1A1V710298775353	10.31	20010	344.12	311.96
52219	8/26/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710295058526	1.19	53132	108.6	85.99
52220	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	75206	59.78	62.09
52222	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	78744	52.87	48.97
52223	8/26/2019	8/27/2019	14.57	11.56	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90540423	8.38	31643	57.83	38.98
52224	8/26/2019	8/27/2019	0	11.98	UPS/UPS Ground	1Z1A1V710399133980	1.38	94114	0	0
52225	8/26/2019	8/27/2019	15.6	10.83	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95368094	2.69	54455	145.56	129.96
52226	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	44224	40.87	36.97
52227	8/26/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710297671083	3.06	32839	126.64	104.03
52228	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	90020	32.9	29
52229	8/26/2019	8/27/2019	10.38	6.86	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN92820562	0.94	17110	65.42	55.04
52230	8/26/2019	8/27/2019	21.05	14.62	UPS/UPS Ground	1Z1A1V710391045849	1.69	05101	138.02	116.97
52232	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710392565991	0.5	70130	46.64	29.99
52233	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90412375	1.19	20852	75.66	63.98
52234	8/26/2019	8/27/2019	14.2	9.86	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98745537	7.75	46237	401.16	386.96
52235	8/26/2019	8/27/2019	13.31	9.24	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95965153	4.19	33713	104.27	90.96
52236	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	26651	27.88	23.98
52237	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	20910	32.9	29
52238	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	98005	48.89	44.99
52239	8/26/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710293151553	1.69	37323	88.35	65.74
52240	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	75149	30.87	26.97
52241	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	37129	33.87	29.97
52242	8/26/2019	8/27/2019	12.27	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90060317	3	45750	77.24	64.97
52243	8/26/2019	8/27/2019	11.39	7.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90792036	2	28217	53.37	41.98
52244	8/26/2019	8/27/2019	13.8	9.58	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94396270	1.19	24210	52.86	39.06
52245	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	87120	43.87	39.97
52413	8/27/2019	8/27/2019	12.1	8.4	UPS/UPS Ground	1Z1A1V710394567851	1.31	06473	91.09	78.99
52246	8/26/2019	8/27/2019	10.07	6.99	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99310316	1.19	30079	103.74	85.99
52247	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92508223	2.63	78702	55.6	57.14
52248	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92765795	2.13	55407	44.71	31.97
52249	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	8609	59.88	55.98
52250	8/26/2019	8/27/2019	14.77	20.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94807352	14.06	19512	188.71	173.94
52251	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	33596	13.89	9.99
52252	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	46222	28.9	25
52253	8/26/2019	8/27/2019	9.86	6.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94988729	1	37411	38.86	29
52254	8/26/2019	8/27/2019	14.28	9.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96294797	2.31	90210	119.19	104.91
52255	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90324078	1.44	15222	51.66	39.98
52256	8/26/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95746747	3.5	78230	77.84	64.43
52257	8/26/2019	8/27/2019	23.36	23.29	UPS/UPS 2nd Day Air	1Z1A1V710296257372	11.94	46807	157.36	134
52259	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98534667	2.56	11201	143.82	131.08
52260	8/26/2019	8/27/2019	37.48	26.03	UPS/UPS Next Day Air	1Z1A1V710198128518	0.44	41101	57.27	19.79
52261	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710394228977	2.81	37208	146.52	129.86
52262	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710391284662	0.5	20814	46.64	29.99
52263	8/26/2019	8/27/2019	12.74	7.14	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN97286677	0.81	77551	37.31	24.57
52264	8/26/2019	8/27/2019	16.92	12.21	UPS/UPS Ground	1Z1A1V710394871781	3.06	14850	123.85	106.93
52265	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	23322	47.99	44.09
52266	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	33309	26.47	22.57
52268	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	70113	36.68	32.78
52267	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90036522	1.19	18017	68.99	57.08
52269	8/26/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99281492	3.88	02905	259.38	245.97
52270	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710392263683	1.25	11375	86.64	69.99
52271	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	45213	23.89	19.99
52272	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	30316	62.49	53.96
52273	8/26/2019	8/27/2019	13.64	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96852639	1.31	84088	45.3	43.06
52275	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	77477	31.87	27.97
52277	8/26/2019	8/27/2019	18.91	13.05	UPS/UPS Ground	1Z1A1V710398378432	7.44	61115	253.85	234.94
52278	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	92653	39.89	35.99
52279	8/26/2019	8/27/2019	11.91	7.14	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN94247983	0.44	04106	31.7	19.79
52280	8/26/2019	8/27/2019	17.58	12.21	UPS/UPS Ground	1Z1A1V710390951531	3.31	78261	115.36	97.78
52281	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	46038	23.89	19.99
52282	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	66219	23.69	19.79
52283	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	12550	21.88	17.98
52284	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710394759386	1.19	60640	102.65	85.99
52285	8/26/2019	8/27/2019	12.27	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92676775	1.31	32724	62.23	49.96
52286	8/26/2019	8/27/2019	14.76	10.25	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93166298	1.88	50677	102.74	87.98
52287	8/26/2019	8/27/2019	14.28	9.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94695830	1.94	92264	88.25	73.97
52288	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92605645	4	70364	94.89	82.05
52289	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90972127	1.94	45439	90.76	79.08
52416	8/27/2019	8/27/2019	29.68	20.61	UPS/UPS 2nd Day Air	1Z1A1V710297965284	1.19	92405	148.68	119
52302	8/26/2019	8/27/2019	21.73	15.09	UPS/UPS 3 Day Select	1Z1A1V711291495506	4.19	40220	207.07	205.93
52290	8/26/2019	8/27/2019	10.94	7.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90023189	1.38	28205	88.01	77.07
52291	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	49504	37.88	33.98
52292	8/26/2019	8/27/2019	10.38	7.21	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99639294	0.94	62704	60.37	49.99
52293	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	80260	42.88	38.98
52294	8/26/2019	8/27/2019	15.25	10.59	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98528736	3.06	92881	97.17	81.92
52303	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99517826	2	08096	56.9	44.99
52296	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98799855	3.63	20011	163.8	150.96
52341	8/27/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	85024	35.88	31.98
52297	8/26/2019	8/27/2019	11.68	7.21	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96590458	1	65201	88.65	76.97
52298	8/26/2019	8/27/2019	10.94	9.04	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98612591	8.75	37215	47.01	36.07
52299	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	98406	16.89	12.99
52304	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95279789	1.81	85282	78.43	77.17
52300	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98374536	1.94	3907	112.9	100.99
52301	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96153911	1.31	06460	54.89	42.98
52305	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	34761	23.89	19.99
52306	8/26/2019	8/27/2019	11.91	8.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97548485	1.31	10016	86.78	74.87
52307	8/26/2019	8/27/2019	12.84	8.52	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92823409	2.44	21217	144.3	146.07
52308	8/26/2019	8/27/2019	17.25	11.98	UPS/UPS Ground	1Z1A1V710398741860	1.56	98144	78.22	60.97
52309	8/26/2019	8/27/2019	14.46	15.12	UPS/UPS Ground	1Z1A1V710392328354	42.56	33605	980.81	966.35
52310	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	60657	28.88	24.98
52311	8/26/2019	8/27/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710291852620	2.56	37412	243.68	221.07
52312	8/26/2019	8/27/2019	17.25	12.85	UPS/UPS Ground	1Z1A1V710398970050	2.06	92123	148.3	131.05
52313	8/26/2019	8/27/2019	13.31	9.24	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98190207	4.06	33401	89.27	75.96
52314	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710393283829	1.5	32958	86.63	69.97
52315	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	34761	32.89	28.99
52316	8/26/2019	8/27/2019	11.68	8.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97224726	1.13	70118	70.68	59
52319	8/26/2019	8/27/2019	17.58	12.21	UPS/UPS Ground	1Z1A1V710394760203	3.5	55416	96.14	78.56
52320	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	48093	22.88	18.98
52323	8/26/2019	8/27/2019	12.84	8.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98624757	1.31	89178	47.83	34.99
52324	8/26/2019	8/27/2019	12.74	8.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95950963	2.81	18951	68.72	55.98
52325	8/26/2019	8/27/2019	17.25	11.98	UPS/UPS Ground	1Z1A1V710390539817	1.69	97201	96.2	78.95
52326	8/26/2019	8/27/2019	16.65	11.56	UPS/UPS Ground	1Z1A1V710398434899	0.5	33315	42.14	29.99
52327	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	92027	57.89	53.99
52328	8/26/2019	8/27/2019	13.31	9.24	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98216420	4.38	61701	199.07	185.76
52329	8/26/2019	8/27/2019	15.91	11.05	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96071625	1.13	91384	59.89	43.98
52330	8/26/2019	8/27/2019	13.41	13.24	UPS/UPS Ground	1Z1A1V710392588010	11.19	07041	172.37	158.96
52331	8/26/2019	8/27/2019	12.74	18.02	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90355964	9.25	78746	72.5	59.76
52334	8/26/2019	8/27/2019	13.41	9.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97715839	3.13	06460	115.4	101.99
52332	8/26/2019	8/27/2019	16.66	11.57	UPS/UPS Ground	1Z1A1V710397441249	0.88	66604	89.75	73.09
52333	8/26/2019	8/27/2019	22.38	15.54	UPS/UPS 3 Day Select	1Z1A1V711293668763	3.63	06605	271.3	248.92
52335	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	07109	43.58	44.09
52336	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	32601	21.98	18.08
52337	8/26/2019	8/27/2019	16.66	12.65	UPS/UPS Ground	1Z1A1V710393039138	9.31	32828	80.72	64.06
52338	8/26/2019	8/27/2019	11.46	12.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92927100	8.19	93722	30.45	18.99
52459	8/27/2019	8/27/2019	13.06	12.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97741962	8.56	90028	41.53	28.47
52339	8/26/2019	8/27/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	94131	42.96	39.06
52340	8/26/2019	8/27/2019	17.84	12.39	UPS/UPS Ground	1Z1A1V710393735082	2.88	89002	112.59	94.75
